"sid","Name","HasLaterality"
"12518","Two glass urine test - second glass ",NULL
"12519","Two glass urine test - first glass ",NULL
"12520","Tendon transplantation ",NULL
"12521","Corneal transplant ",NULL
"12522","Transplantation of pancreas ",NULL
"12523","Grafting of tibia ",NULL
"12524","Tympanocentesis ",NULL
"12525","Tympanosympathectomy ",NULL
"12526","Tympanomastoidectomy ",NULL
"12527","Tympanometry testing ",NULL
"12528","Tybamate measurement ",NULL
"12529","Transcanal tympanolysis ",NULL
"12530","Injection of tympanic cavity for local action ",NULL
"12531","Assessment using South Tyneside Assessment of Phonology ",NULL
"12532","Assessment using South Tyneside Assessment of Syntactic Structures ",NULL
"12533","Provision of typoscope ",NULL
"12534","Typhus vaccination ",NULL
"12535","Immunoglobulin typing ",NULL
"12536","Immunoglobulin typing, IgG ",NULL
"12537","Immunoglobulin typing, immunoglobulin M ",NULL
"12538","Measurement of Salmonella enterica subspecies enterica serovar Typhimurium antibody ",NULL
"12539","Tyramine measurement ",NULL
"12540","Tyrosine measurement ",NULL
"12541","Urine tyrosine measurement ",NULL
"12542","Serum tyrosine measurement ",NULL
"12543","Plasma tyrosine measurement ",NULL
"12544","Tyrosine aminotransferase measurement ",NULL
"12545","Phenylalanine/tyrosine ratio measurement ",NULL
"12546","Tyrosine decomposition test ",NULL
"12547","Tzanck smear method ",NULL
"12548","Ultrasound bladder vibrometry ",NULL
"12549","Ubiquinone level ",NULL
"12550","Ubiquinone 10 measurement ",NULL
"12551","Dilation of urethra ",NULL
"12552","Urethral dilatation - female ",NULL
"12553","Urodynamic studies ",NULL
"12554","Urea and electrolytes ",NULL
"12555","Reattachment of upper extremity ",NULL
"12556","Suture of ligament of upper extremity ",NULL
"12557","Endarterectomy of upper limb artery ",NULL
"12558","Amputation of arm through shoulder ",NULL
"12559","Phlebectomy with anastomosis of upper limb vein ",NULL
"12560","Ultrafiltration ",NULL
"12561","Cortisol measurement, free, urine ",NULL
"12562","Esophagogastroduodenoscopy with endoscopic ultrasound of upper gastrointestinal tract ",NULL
"12563","Endoscopy of esophagus with endoscopic ultrasound of upper gastrointestinal tract ",NULL
"12564","Endoscopy of upper gastrointestinal tract and excision of polyp of esophagus ",NULL
"12565","Endoscopy of upper gastrointestinal tract and excision of polyp of stomach ",NULL
"12566","Unsaturated iron binding capacity measurement ",NULL
"12567","Ultracentrifugation ",NULL
"12568","Upper limb tension test ",NULL
"12569","Ultrashort wave diathermy ",NULL
"12570","Measurement of prostate specific antigen using ultrasensitive assay ",NULL
"12571","Lipoprotein ultracentrifugation and quantitation ",NULL
"12572","Ultrasonography of finger ",NULL
"12573","Diagnostic Doppler ultrasonography ",NULL
"12574","Arthroscopic debridement of articular ulcerations of knee ",NULL
"12575","Biopsy of ulcer ",NULL
"12576","Debridement of ulcer ",NULL
"12577","Biopsy of ulcer of skin ",NULL
"12578","Excision of pressure ulcer ",NULL
"12579","Suture of ulcer of skin ",NULL
"12580","Stomach ulcer excision ",NULL
"12581","Evaluation of ulcer healing ",NULL
"12582","Division of ulna ",NULL
"12583","Procedure on ulna ",NULL
"12584","Osteoplasty of ulna ",NULL
"12585","Biopsy of ulna ",NULL
"12586","Osteotomy of ulna ",NULL
"12587","Ulna X-ray ",NULL
"12588","Open reduction of fracture of radius and ulna ",NULL
"12589","Sequestrectomy of bone of ulna ",NULL
"12590","Ultrasonography of wrist ",NULL
"12591","Procedure on umbilicus ",NULL
"12592","Biopsy of umbilicus ",NULL
"12593","Operation on umbilicus ",NULL
"12594","Incision of umbilicus ",NULL
"12595","Reconstruction of umbilicus ",NULL
"12596","Excision of lesion of umbilicus ",NULL
"12597","Biopsy of lesion of umbilicus ",NULL
"12598","Collagen 2 umol test ",NULL
"12599","Excision of fistula of umbilicus ",NULL
"12600","Collagen 5 umol test ",NULL
"12601","Ristocetin 1.5 umol test ",NULL
"12602","Ristocetin 0.5 umol test ",NULL
"12603","Unterberger test ",NULL
"12604","Urinary undiversion ",NULL
"12605","Uniscept system test ",NULL
"12606","Unifocalization operation ",NULL
"12607","Vascular cannula unblockage ",NULL
"12608","Consultation for unaccompanied minor ",NULL
"12609","Making unoccupied bed ",NULL
"12610","Assessment by uniprofessional team ",NULL
"12611","Unroofing of blister ",NULL
"12612","Spontaneous unassisted delivery, medical personnel present ",NULL
"12613","Plastic repair procedure ",NULL
"12614","Unbridling of artery of limb ",NULL
"12615","Testosterone measurement, unbound ",NULL
"12616","Unblocking of ventilation tube through tympanic membrane ",NULL
"12617","Serum unbound copper measurement ",NULL
"12618","Release of celiac artery axis ",NULL
"12619","Uncinectomy and polypectomy ",NULL
"12620","Cover uncover test ",NULL
"12621","Unclassified cells ",NULL
"12622","Urinalysis, sediment examination, uncentrifuged ",NULL
"12623","Semen: unclassified cells ",NULL
"12624","Unconjugated estriol measurement ",NULL
"12625","Serum unconjugated bilirubin measurement ",NULL
"12626","Plasma unconjugated bilirubin measurement ",NULL
"12627","Undercutting of perianal tissue ",NULL
"12628","Urinary undiversion of ureteral anastomosis ",NULL
"12629","Assisting with undressing ",NULL
"12630","Transfer to psychiatric hospital, willingness undocumented ",NULL
"12631","Measurement of undercarboxylated osteocalcin ",NULL
"12632","Health examination of member of underserved population ",NULL
"12633","Recommendation to undertake activity ",NULL
"12634","Assessment of understanding of medication ",NULL
"12635","Unemployment counseling ",NULL
"12636","Unexpected hospital admission ",NULL
"12637","Surgical exposure of impacted or unerupted tooth for orthodontic reason ",NULL
"12638","Toluidine red unheated serum test ",NULL
"12639","Unheated serum reagin test ",NULL
"12640","Arthroplasty of knee, condyle and plateau, lateral compartment ",NULL
"12641","Unifocalization of pulmonary artery ",NULL
"12642","Tourniquet positioning (uninflated) ",NULL
"12643","Application of uniplane external fixation system ",NULL
"12644","University admission medical ",NULL
"12645","Application of uniplane external fixation system to femur ",NULL
"12646","Unifocalization operation to an artery ",NULL
"12647","Control of hemorrhage of nose ",NULL
"12648","Prescription of medication for unlicensed indication ",NULL
"12649","Primary open reduction of fracture and unlocked reamed intramedullary nail fixation ",NULL
"12650","Primary open reduction of fracture and unlocked unreamed intramedullary nail fixation ",NULL
"12651","Primary closed reduction of fracture and unlocked reamed intramedullary nail fixation ",NULL
"12652","Primary closed reduction of fracture and unlocked unreamed intramedullary nail fixation ",NULL
"12653","Revision to open reduction of fracture and unlocked reamed intramedullary nail fixation ",NULL
"12654","Revision to open reduction of fracture and unlocked unreamed intramedullary nail fixation ",NULL
"12655","Revision to closed reduction of fracture and unlocked reamed intramedullary nail fixation ",NULL
"12656","Revision to closed reduction of fracture and unlocked unreamed intramedullary nail fixation ",NULL
"12657","Provision of mainstream school, unmodified ",NULL
"12658","Provision of nursery school, unmodified ",NULL
"12659","Grafting of bone marrow using allograft from unmatched unrelated donor ",NULL
"12660","Pharmacological challenge with Class l antiarrhythmic drug to unmask ST elevation ",NULL
"12661","Unplanned pregnancy counseling ",NULL
"12662","Deroofing procedure on vertebra ",NULL
"12663","Unroofing of cyst of kidney ",NULL
"12664","Deroofing of pseudocyst of pinna of ear ",NULL
"12665","Unroofing of external auditory canal ",NULL
"12666","Repair of unroofed coronary sinus to create tunnel ",NULL
"12667","Primary open reduction of fracture and locked unreamed intramedullary nail fixation ",NULL
"12668","Primary closed reduction of fracture and locked unreamed intramedullary nail fixation ",NULL
"12669","Unsealed radionuclide procedure ",NULL
"12670","Large unstained cell count ",NULL
"12671","Internal radiotherapy - unsealed source ",NULL
"12672","Unscheduled dressing change, by other than treating dentist ",NULL
"12673","Hemoglobin, unstable measurement ",NULL
"12674","Induced termination of pregnancy under unsafe conditions ",NULL
"12675","Removal of impacted tooth, completely bony, with unusual surgical complications ",NULL
"12676","Osteopathic manipulation, fascial unwinding ",NULL
"12677","Counseling for unwanted pregnancy ",NULL
"12678","Removal of unwanted material ",NULL
"12679","Urine protein electrophoresis ",NULL
"12680","Uvulopalatopharyngoplasty ",NULL
"12681","Static urethral pressure profile ",NULL
"12682","Chart review by physician, update ",NULL
"12683","Uptake measurement ",NULL
"12684","Leg up ",NULL
"12685","Head up ",NULL
"12686","Thyroid uptake with discharge ",NULL
"12687","Iron uptake test ",NULL
"12688","Procedure on upper arm ",NULL
"12689","Examination of upper arm ",NULL
"12690","Examination of upper limb ",NULL
"12691","Excision of upper arm ",NULL
"12692","Amputation of upper arm ",NULL
"12693","Procedure on upper extremity ",NULL
"12694","Upper thigh amputation ","1"
"12695","Renin, normal salt intake measurement, upright, 4 hours ",NULL
"12696","Renin, low salt intake measurement, upright, 4 hours ",NULL
"12697","Assessment using University of Pennsylvania Smell Identification Test ",NULL
"12698","T3 uptake measurement ",NULL
"12699","Radionuclide uptake study ",NULL
"12700","Thyroid uptake with thyroid stimulation ",NULL
"12701","Thyroid uptake with thyroid suppression ",NULL
"12702","Thyroxine uptake measurement ",NULL
"12703","5-Hydroxytryptamine uptake measurement ",NULL
"12704","Cystoscopic upward disimpaction of ureteric calculus ",NULL
"12705","Urinalysis ",NULL
"12706","Urethrogram ",NULL
"12707","Ureteropexy ",NULL
"12708","Urethropexy ",NULL
"12709","Ureterogram ",NULL
"12710","Urethrostomy ",NULL
"12711","Ureterolysis ",NULL
"12712","Uroflowmetry ",NULL
"12713","Ureterostomy ",NULL
"12714","Take impression for upper removable orthodontic appliance ",NULL
"12715","Uracil measurement ",NULL
"12716","Uranium measurement ",NULL
"12717","Uranoplasty for cleft palate repair ",NULL
"12718","Uranorrhaphy for cleft palate repair ",NULL
"12719","Procedure on urachus ",NULL
"12720","Excision of urachus ",NULL
"12721","Uric acid measurement ",NULL
"12722","Operation on urachus ",NULL
"12723","Excision of urachal cyst ",NULL
"12724","Urban operation, extended radical mastectomy ",NULL
"12725","Ureterectomy ",NULL
"12726","Ureteroplasty ",NULL
"12727","Urgent referral ",NULL
"12728","Urgent hospital admission ",NULL
"12729","Urgent follow-up ",NULL
"12730","Non-urgent diabetic admission ",NULL
"12731","Non-urgent surgical admission ",NULL
"12732","Non-urgent trauma admission ",NULL
"12733","Non-urgent respiratory admission ",NULL
"12734","Non-urgent medical admission ",NULL
"12735","Non-urgent hospital admission ",NULL
"12736","Non-urgent obstetric admission ",NULL
"12737","Urilos electrical measurement of urine loss ",NULL
"12738","Urinalysis, routine and microscopic ",NULL
"12739","Microscopic urinalysis ",NULL
"12740","Uridyl transferase measurement ",NULL
"12741","Galactose-1-phosphate uridyltransferase measurement ",NULL
"12742","Uric acid measurement, urine ",NULL
"12743","Urinalysis, automated ",NULL
"12744","Urine examination ",NULL
"12745","Urine screening ",NULL
"12746","Uronates measurement ",NULL
"12747","Referral to urogynecologist ",NULL
"12748","Urogynecological tests ",NULL
"12749","Simple uroflowmetry ",NULL
"12750","Complex uroflowmetry ",NULL
"12751","Uroporphyrin measurement ",NULL
"12752","Urobilin measurement ",NULL
"12753","Ureterorenoscopy ",NULL
"12754","Physical urticaria test ",NULL
"12755","Ultrasonography of pelvis and lower extremity ",NULL
"12756","Ureterosigmoidostomy ",NULL
"12757","Ustekinumab therapy ",NULL
"12758","US of tendon ",NULL
"12759","US angiography ",NULL
"12760","Tobacco usage screening ",NULL
"12761","Documentation of current medication usage ",NULL
"12762","Assessment of drug use ",NULL
"12763","Assessment of substance use ",NULL
"12764","Substance use education ",NULL
"12765","Assessment of alcohol use ",NULL
"12766","Contraceptive use education ",NULL
"12767","Antibiotic therapy ",NULL
"12768","Administration of steroid ",NULL
"12769","Fluoroscopy using contrast ",NULL
"12770","Assessment using assessment scale ",NULL
"12771","Arthrography using contrast ",NULL
"12772","Arteriography using contrast ",NULL
"12773","Intubation using medication ",NULL
"12774","Lithotripsy using laser ",NULL
"12775","Reconstruction vein using vein graft ",NULL
"12776","Insertion using fluoroscopic guidance ",NULL
"12777","Uterocentesis ",NULL
"12778","Endoscopic uteroplasty ",NULL
"12779","Removal of utricle of labyrinth ",NULL
"12780","Repair of uterorectal fistula ",NULL
"12781","Repair of intestinouterine fistula ",NULL
"12782","Closure of uteroureteric fistula ",NULL
"12783","Repair of vesicouterine fistula ",NULL
"12784","Medical evaluation, utilization review ",NULL
"12785","Iron utilization measurement ",NULL
"12786","Starch utilization test ",NULL
"12787","Utilization of inositol test ",NULL
"12788","Utilization of mannitol test ",NULL
"12789","Red cell iron utilization study ",NULL
"12790","Referral to healthcare utilization management service ",NULL
"12791","Excision of uvula ",NULL
"12792","Uvulopalatoplasty ",NULL
"12793","Incision of uvula ",NULL
"12794","Uvulopharyngoplasty ",NULL
"12795","Ultraviolet C therapy ",NULL
"12796","Ultraviolet A therapy ",NULL
"12797","Operation on uvula ",NULL
"12798","Repair of uvula ",NULL
"12799","Laser assisted uvulopalatopharyngoplasty ",NULL
"12800","Ultraviolet B therapy ",NULL
"12801","Resection of uveal tissue ",NULL
"12802","Repair of uveal hernia ",NULL
"12803","Repair of perforating laceration of cornea not involving uveal tissue ",NULL
"12804","Repair of perforating laceration of sclera not involving uveal tissue ",NULL
"12805","Procedure on uvula ",NULL
"12806","Biopsy of uvula ",NULL
"12807","Insertion of underwater seal chest drain ",NULL
"12808","Vagotomy ",NULL
"12809","Vasography ",NULL
"12810","Vaginogram ",NULL
"12811","Vasovasorrhaphy ",NULL
"12812","Suture of vagina ",NULL
"12813","Vaginoperineotomy ",NULL
"12814","Ligation vasectomy ",NULL
"12815","Administration of bacterial and viral vaccine ",NULL
"12816","Delivery by vacuum extraction ",NULL
"12817","Administration of bacterial vaccine ",NULL
"12818","Administration of influenza vaccine ",NULL
"12819","Implantation of ventricular assist device ",NULL
"12820","Venous access device maintenance ",NULL
"12821","Incision of vagina ",NULL
"12822","Fixation of vagina ",NULL
"12823","Endoscopy of vagina ",NULL
"12824","Assessment using Vail sport test ",NULL
"12825","Excision of heart valve ",NULL
"12826","Validation therapy ",NULL
"12827","Pulmonary valvectomy ",NULL
"12828","Cardiac valvotomy ",NULL
"12829","Vanadium measurement ",NULL
"12830","Vanilla RAST ",NULL
"12831","Assessment using Vanderbilt Assessment Scale ",NULL
"12832","Vancomycin measurement ",NULL
"12833","Vanillylmandelic acid measurement ",NULL
"12834","Infusion of vancomycin ",NULL
"12835","Serum vancomycin measurement ",NULL
"12836","Plasma vancomycin measurement ",NULL
"12837","Measurement of vanillylmandelic acid in urine specimen ",NULL
"12838","Urine vanillylmandelic acid/creatinine ratio measurement ",NULL
"12839","Insertion of implantable venous access port ",NULL
"12840","Laser destruction of lesion of cervix ",NULL
"12841","Laser destruction of lesion of vulva ",NULL
"12842","Laser destruction of vulval wart ",NULL
"12843","Alcohol-oxygen vapor therapy ",NULL
"12844","Mercury vapor lamp treatment ",NULL
"12845","Transurethral water vapor ablation of prostate ",NULL
"12846","Aerosol or vapor inhalation for sputum induction for diagnostic purposes ",NULL
"12847","Testicular venogram ",NULL
"12848","Varenicline therapy ",NULL
"12849","Excision of varicocele ",NULL
"12850","Application of dental fluoride varnish ",NULL
"12851","Repair of varicocele ",NULL
"12852","Operation on varicocele ",NULL
"12853","Division of varicose vein of lower limb ",NULL
"12854","Division of varicose vein of upper limb ",NULL
"12855","Ligation of varicocele ",NULL
"12856","Embolization of varicocele ",NULL
"12857","Incision of vas deferens ",NULL
"12858","Suture of laceration of vas deferens ",NULL
"12859","Vasoreactivity test ",NULL
"12860","Ligation of gastric artery ",NULL
"12861","Incision of left vas deferens ",NULL
"12862","Aspiration curettage of uterus for termination of pregnancy ",NULL
"12863","Repair of vault of vagina ",NULL
"12864","Skull vault X-ray ",NULL
"12865","Obliteration of vaginal vault ",NULL
"12866","Repair of vaginal vault tear ",NULL
"12867","Vaginal vault smear examination ",NULL
"12868","Hemostasis of vaginal vault ",NULL
"12869","Evacuation of vaginal vault hematoma ",NULL
"12870","Sampling of vaginal vault for smear ",NULL
"12871","Repair of vault of vagina by abdominal approach ",NULL
"12872","Vectorcardiogram ",NULL
"12873","Epstein-Barr VCA antibody measurement ",NULL
"12874","Implantation of umbrella into vena cava ",NULL
"12875","VDRL test ",NULL
"12876","VDRL, quantitative ",NULL
"12877","VDRL titer ",NULL
"12878","VDRL, qualitative ",NULL
"12879","Venotripsy ",NULL
"12880","Venography ",NULL
"12881","Vestibulotomy ",NULL
"12882","Vertebroplasty ",NULL
"12883","Vesiculography ",NULL
"12884","Ventriculostomy ",NULL
"12885","Vermilionectomy ",NULL
"12886","Control of vectors ",NULL
"12887","Vectis extraction ",NULL
"12888","Electrocardiogram with vectorcardiogram ",NULL
"12889","Vectis extraction of lens ",NULL
"12890","Phonocardiographic AND/OR vectorcardiographic procedure ",NULL
"12891","Velocity vector imaging echocardiography ",NULL
"12892","Vedolizumab therapy ",NULL
"12893","Plication annuloplasty of tricuspid valve ",NULL
"12894","Vegan diet education ",NULL
"12895","Vegetarian diet education ",NULL
"12896","Intravitreal injection of anti-vascular endothelial growth factor ",NULL
"12897","Open removal of cardiac vegetations ",NULL
"12898","VEGA electroacupuncture therapy ",NULL
"12899","Excision of left ventricular vegetations ",NULL
"12900","Excision of right ventricular vegetations ",NULL
"12901","Excision of vegetations of valve of heart ",NULL
"12902","Excision of left atrial vegetations ",NULL
"12903","Public service vehicle driver examination ",NULL
"12904","Vehicle safety promotion ",NULL
"12905","Notification of epilepsy to Department of Motor Vehicles ",NULL
"12906","Assessment of need for vehicle adaptation ",NULL
"12907","Recommendation regarding personal motor vehicle requirement ",NULL
"12908","Procedure on vein ",NULL
"12909","Repair of vein ",NULL
"12910","Biopsy of vein ",NULL
"12911","Division of vein ",NULL
"12912","Vein closure ",NULL
"12913","Endoscopy of vein ",NULL
"12914","Incision of vein ",NULL
"12915","Repair of cleft soft palate with intra-velar veloplasty ",NULL
"12916","Velocity measurement ",NULL
"12917","Strapping of shoulder, Velpeau type ",NULL
"12918","Application of plaster, Velpeau type ",NULL
"12919","Transcranial doppler ultrasound velocimetry ",NULL
"12920","Doppler ultrasound velocimetry of umbilical artery of fetus ",NULL
"12921","Saccadic velocity test ",NULL
"12922","MRI for cardiac morphology, function, and velocity ",NULL
"12923","Vestibular evoked myogenic potential test ",NULL
"12924","Ventrohysteropexy ",NULL
"12925","Ventriculocordectomy ",NULL
"12926","Brain ventriculoscopy ",NULL
"12927","Verdohemoglobin measurement ",NULL
"12928","Verapamil measurement ",NULL
"12929","Verification routine ",NULL
"12930","Escherichia coli verotoxic culture ",NULL
"12931","Verotoxin identification ",NULL
"12932","Vesicourethropexy ",NULL
"12933","Cystourethroplasty ",NULL
"12934","Paracentesis of bladder ",NULL
"12935","Partial excision of vulval vestibule ",NULL
"12936","Removal of calculus of urinary bladder by suprapubic approach ",NULL
"12937","Repair of cervicovesical fistula ",NULL
"12938","Repair of vesicourethrorectal fistula ",NULL
"12939","Vestibular function test ",NULL
"12940","Vaginal hysterectomy ",NULL
"12941","Laparoscopic-assisted vaginal hysterectomy ",NULL
"12942","Von Hippel-Lindau disease mutation carrier detection test ",NULL
"12943","Repair of ventral hernia using graft ",NULL
"12944","Repair of ventral hernia using prosthesis ",NULL
"12945","Vidianectomy ",NULL
"12946","Videoswallow ",NULL
"12947","Vitropression ",NULL
"12948","Viscosupplementation ",NULL
"12949","Videophotorefraction ",NULL
"12950","Videotelephony encounter ",NULL
"12951","Vitronectin measurement ",NULL
"12952","Acetic acid test ",NULL
"12953","Evaluation of sperm viability ",NULL
"12954","Ultrasound scan for fetal viability ",NULL
"12955","Viable colony count procedure ",NULL
"12956","Coliform bacteria viability count ",NULL
"12957","Referral to tissue viability nurse specialist ",NULL
"12958","Bronchoscopy via tracheostomy ",NULL
"12959","Radionuclide imaging of heart for assessment of myocardial viability ",NULL
"12960","Gastroscopy through artificial stoma ",NULL
"12961","Operation via maxillary antrum ",NULL
"12962","Percussion vibrator method ",NULL
"12963","Foot vibration sensation test using vibrometer ",NULL
"12964","Nasal vibration test ",NULL
"12965","Vibrio species culture ",NULL
"12966","Measurement of Vibrio cholerae antibody ",NULL
"12967","Sensory stimulation using vibration ",NULL
"12968","Provision of bladder vibration stimulation device ",NULL
"12969","Victoria blue B stain method ",NULL
"12970","Assessment using Victorian Institute of Sport Assessment-Achilles questionnaire ",NULL
"12971","Victoria blue 4R stain method ",NULL
"12972","Measurement of Influenza A virus A/Victoria/3/75 (H3N2) antibody ",NULL
"12973","Crime victim counseling ",NULL
"12974","Specialized medical examination ",NULL
"12975","Videofluoroscopy swallow ",NULL
"12976","Video imaging ",NULL
"12977","Video cystometry ",NULL
"12978","Instability views spine ",NULL
"12979","Mammogram in compression view ",NULL
"12980","Instability views carpus ",NULL
"12981","X-ray of teeth in oblique lateral view ",NULL
"12982","X-ray of chest anteroposterior view ",NULL
"12983","Diagnostic radiography, special views ",NULL
"12984","X-ray of chest posteroanterior view ",NULL
"12985","Plain X-ray of pelvis, anteroposterior view ",NULL
"12986","CT special views and positions ",NULL
"12987","Vigabatrin measurement ",NULL
"12988","Serum vigabatrin measurement ",NULL
"12989","Plasma vigabatrin measurement ",NULL
"12990","Factor VIIIc inhibitor screening ",NULL
"12991","Circulating inhibitor assay, factor VIII ",NULL
"12992","Factor VIIIc inhibitor activity measurement ",NULL
"12993","Transfusion of factor VII ",NULL
"12994","Repair of facial nerve (VII) ",NULL
"12995","Exploration of facial nerve (VII) ",NULL
"12996","Factor VII inhibitor assay ",NULL
"12997","Decompression of facial nerve (VII) ",NULL
"12998","Excision of lesion of facial nerve (VII) ",NULL
"12999","Assessment using Villalta scale ",NULL
"13000","Percutaneous sampling of chorionic villus ",NULL
"13001","Chorionic villus sampling using obstetric ultrasound guidance ",NULL
"13002","Implantation of systemic arteries into myocardium, Vineberg type operation ",NULL
"13003","Measurement of vincristine ",NULL
"13004","Vineland social maturity test ",NULL
"13005","Replacement of Vinke tongs of skull ",NULL
"13006","Removal of Vinke tongs from skull ",NULL
"13007","Assessment using Vineland Adaptive Behavior Scales, Second Edition ",NULL
"13008","Insertion of Vinke tongs of skull with synchronous skeletal traction ",NULL
"13009","Violence prevention ",NULL
"13010","Assessment of risk of violence ",NULL
"13011","Violence control assessment ",NULL
"13012","Violence control education ",NULL
"13013","Violence control management ",NULL
"13014","Ethyl violet stain method ",NULL
"13015","Gentian violet stain method ",NULL
"13016","Methyl violet 2B stain method ",NULL
"13017","Fast violet B salt stain method ",NULL
"13018","Vasoactive intestinal polypeptide measurement ",NULL
"13019","Assessment using Voice Impact Profile ",NULL
"13020","Organism virulence test ",NULL
"13021","Determination of growth of viruses ",NULL
"13022","Viral culture ",NULL
"13023","Virulence, microbiological test ",NULL
"13024","Virtual surgical planning ",NULL
"13025","Virtual CT bronchoscopy ",NULL
"13026","Sample virology general ",NULL
"13027","Virtual CT colonoscopy ",NULL
"13028","Stool sample virology ",NULL
"13029","Visitation facilitation ",NULL
"13030","Blood/plasma viscosimetry ",NULL
"13031","Visit by health visitor ",NULL
"13032","Viscosity measurement ",NULL
"13033","Removal of viscoelastic from anterior chamber ",NULL
"13034","Injection of viscoelastic in anterior chamber of eye ",NULL
"13035","Sample viscosity ",NULL
"13036","Vitreous base vitrectomy ",NULL
"13037","Microbial identification, Vitek yeast identification test ",NULL
"13038","Anterior vitrectomy ",NULL
"13039","Mechanical vitrectomy ",NULL
"13040","Pneumatic vitreolysis ",NULL
"13041","Taking patient vitals signs education ",NULL
"13042","Vitrectomy, complex ",NULL
"13043","In-vivo test of susceptibility ",NULL
"13044","In vivo immunologic procedure ",NULL
"13045","In vivo test of type 1 hypersensitivity ",NULL
"13046","Measurement of Plasmodium vivax antibody ",NULL
"13047","Plasmodium vivax antigen assay ",NULL
"13048","Plasmodium vivax slide test ",NULL
"13049","In vivo neutron activation analysis ",NULL
"13050","Plasmodium falciparum/vivax screening test ",NULL
"13051","Ex vivo cultured limbal epithelial cell autograft to ocular surface ",NULL
"13052","Volumetric laser endomicroscopy ",NULL
"13053","Transfer of vascularized lymph node ",NULL
"13054","Fixation of fracture using VLC screw ",NULL
"13055","Volumetric modulated arc therapy ",NULL
"13056","Volumetry ",NULL
"13057","Foot volumetry ",NULL
"13058","Hanging hip operation ",NULL
"13059","Artificial voicebox procedure ",NULL
"13060","Measurement of volume of single voided urine specimen ",NULL
"13061","Vocational assessment ",NULL
"13062","Provision of voucher ",NULL
"13063","Assessment using hand volumeter set ",NULL
"13064","Vocational counseling ",NULL
"13065","Repair of anterior cleft palate with vomerine flap ",NULL
"13066","Vocational training ",NULL
"13067","Excision of sulcus vocalis ",NULL
"13068","Pre-vocational training ",NULL
"13069","Referral to vocational rehabilitation service ",NULL
"13070","Vocational evaluation for rehabilitation ",NULL
"13071","Vocational retraining ",NULL
"13072","Vocational schooling ",NULL
"13073","Procedure on vocal cord ",NULL
"13074","Voges Proskauer test ",NULL
"13075","Implantation of artificial voicebox into larynx ",NULL
"13076","Collection of second void urine specimen ",NULL
"13077","Collection of first stream urine specimen ",NULL
"13078","Education about voice production device ",NULL
"13079","Provision of voice production device ",NULL
"13080","Voiding pressure studies of bladder ",NULL
"13081","Voluntary admission ",NULL
"13082","Urine sample volume measurement ",NULL
"13083","Release of Volkmann contracture of forearm ",NULL
"13084","Volatile substance screening ",NULL
"13085","Vomit examination ",NULL
"13086","Measurement of vomit pH ",NULL
"13087","Evaluation of vomitus specimen ",NULL
"13088","Microscopic examination of vomitus specimen ",NULL
"13089","Vomit occult blood ",NULL
"13090","Removal of vomit from airway ",NULL
"13091","Microscopic examination of bacterial smear of vomitus specimen ",NULL
"13092","von Willebrand screening test ",NULL
"13093","von Willebrand factor antigen level ",NULL
"13094","Von Willebrand factor activity measurement ",NULL
"13095","Factor VIII von Willebrand factor ratio measurement ",NULL
"13096","von Willebrand factor collagen binding assay ",NULL
"13097","von Willebrand factor multimer assay ",NULL
"13098","Provision of food voucher ",NULL
"13099","Provision of mortgage assistance voucher ",NULL
"13100","Provision of rental assistance voucher ",NULL
"13101","Provision of fresh fruit and vegetable voucher ",NULL
"13102","Provision of emergency housing fund voucher ",NULL
"13103","Truncal vagotomy with pyloroplasty ",NULL
"13104","Veneer preparation of tooth ",NULL
"13105","Assessment using Vocal Profile Analysis Scheme ",NULL
"13106","Removal of ventriculoperitoneal shunt ",NULL
"13107","Ventriculoperitoneal shunt ",NULL
"13108","Revision of ventriculoperitoneal shunt ",NULL
"13109","Pulmonary ventilation perfusion study ",NULL
"13110","Assessment using Verbal Rating Scale ",NULL
"13111","Ventricular shunt to subgaleal space ",NULL
"13112","Vertical sub-sigmoid mandibular osteotomy ",NULL
"13113","Closure of ventricular septal defect ",NULL
"13114","Repair of pulmonary atresia with ventricular septal defect ",NULL
"13115","Correction of ventricular septal defect ",NULL
"13116","Repair of ventricular septal defect with prosthesis ",NULL
"13117","Repair of ventricular septal defect with tissue graft ",NULL
"13118","Assessment using Padua Prediction Score for risk of venous thromboembolism ",NULL
"13119","Vulvectomy ",NULL
"13120","Colposcopy of vulva ",NULL
"13121","Lengthening of gastrocnemius muscle ",NULL
"13122","Williams-Richardson operation for construction of vagina ",NULL
"13123","Repair of vulvorectal fistula ",NULL
"13124","Bilateral vulvectomy ",NULL
"13125","Partial vulvectomy ",NULL
"13126","Total vulvectomy ",NULL
"13127","Varicose vein stripping ",NULL
"13128","Ligation of esophageal varices ",NULL
"13129","Ligation of gastric varices ",NULL
"13130","Varicose vein ligation and stripping ",NULL
"13131","Endoscopy of upper gastrointestinal tract and injection of varix of esophagus ",NULL
"13132","Endoscopy of upper gastrointestinal tract and injection of varix of stomach ",NULL
"13133","Esophagoscopy for injection of esophageal varices ",NULL
"13134","Ligation and stripping of varicose vein of lower limb ",NULL
"13135","Ligation and stripping of varicose vein of upper limb ",NULL
"13136","Endoscopy of upper gastrointestinal tract and banding of varix of esophagus ",NULL
"13137","Factor VIII R: WF assay ",NULL
"13138","Administration of pneumococcal vaccine ",NULL
"13139","Administration of hepatitis A vaccine ",NULL
